PU_ID,Season,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining
1334,2020,6.0,1.95,2.1,436.45
1338,2021,9.83,0.92,1.33,355.88
1339,2020,17.66,0.0,3.07,294.24
1340,2019,13.02,1.55,10.78,234.67
1341,2021,19.15,0.09,1.97,531.42
1344,2020,16.5,0.85,5.55,398.08
1345,2020,14.0,0.0,8.0,102.31
1346,2021,5.35,0.64,13.5,134.88
1347,2022,19.59,2.43,1.13,784.16
1349,2022,8.74,3.3,1.0,300.46
1353,2022,10.9,4.05,1.56,308.61
1355,2019,13.02,0.0,0.35,693.15
1362,2022,6.87,0.76,4.91,429.8
1364,2020,7.29,3.9,2.67,426.08
1370,2019,12.28,0.47,1.71,119.0
1371,2021,19.66,1.68,6.4,458.72
1379,2020,14.14,2.84,0.65,450.39
1381,2020,14.93,0.96,2.27,512.46
1384,2019,14.96,3.45,2.08,430.54
1386,2022,9.7,4.36,2.09,381.67
1387,2022,6.87,0.0,8.5,150.1
1388,2022,11.28,5.13,4.43,212.99
1390,2022,9.28,2.42,2.33,303.6
1393,2020,5.2,1.11,0.88,217.78
1395,2021,10.8,6.99,2.09,363.36
1396,2021,18.04,0.8,0.43,243.03
1399,2022,9.84,0.76,6.55,103.23
1403,2020,14.62,0.7,11.25,104.91
1405,2020,17.35,0.83,0.28,434.82
1406,2021,16.68,2.18,2.12,632.64
1408,2022,8.19,2.54,7.0,209.63
1414,2019,18.37,0.77,2.62,198.77
1423,2021,14.51,0.28,2.35,513.79
1426,2022,11.35,4.9,1.6,203.29
1430,2022,10.64,0.43,1.64,437.16
1431,2020,6.98,1.16,2.68,176.17
1433,2021,15.92,0.84,19.0,68.6
1439,2021,11.09,2.48,10.43,173.86
1440,2021,11.53,5.95,0.98,1057.37
1441,2020,19.74,0.95,12.12,270.4
1442,2021,17.74,0.64,4.06,383.25
1443,2021,16.02,0.0,13.0,87.15
1448,2021,11.84,0.0,2.27,175.81
1450,2020,13.75,0.82,0.31,126.84
1451,2021,7.63,0.25,2.61,366.94
1455,2021,10.15,0.0,0.3,224.91
1457,2019,17.82,0.77,0.73,336.18
1458,2019,16.13,2.5,1.27,171.81
1460,2020,18.25,0.06,5.73,449.4
1462,2019,10.19,0.71,2.04,373.57
1465,2019,5.99,6.56,0.75,220.45
1468,2021,19.23,3.46,6.21,139.99
1469,2021,11.29,0.64,1.8,301.87
1470,2022,17.25,6.17,0.2,2417.27
1471,2019,9.24,0.07,3.83,267.08
1473,2021,13.93,2.79,1.15,548.63
1477,2022,16.79,0.61,1.34,650.36
1478,2022,16.94,3.25,1.68,195.11
1482,2020,19.46,1.1,5.16,146.3
1485,2021,9.44,0.95,1.96,511.62
1486,2021,8.68,6.68,6.7,74.66
1489,2021,17.65,6.21,1.8,583.16
1491,2022,11.28,2.15,7.0,160.76
1492,2020,17.48,0.5,3.81,358.05
1493,2021,6.36,2.08,0.75,76.29
1495,2022,19.28,0.61,6.5,68.36
1496,2020,15.49,3.27,2.29,589.98
1497,2019,16.32,2.46,4.69,487.99
1499,2019,5.91,1.68,0.06,231.7
1503,2020,11.16,0.0,1.16,256.42
1505,2021,5.22,3.91,3.29,158.31
1506,2021,14.91,0.4,0.35,428.73
1512,2020,13.32,3.47,1.0,201.1
1514,2019,8.44,2.8,3.41,191.5
1515,2022,12.68,1.96,2.05,450.18
1516,2020,18.67,0.0,3.62,328.69
1517,2022,12.68,0.88,2.04,744.72
1518,2022,7.36,4.39,2.19,197.9
1519,2022,14.42,0.0,1.0,363.05
1521,2021,5.4,1.77,2.8,379.64
1523,2022,7.35,2.83,4.38,282.75
1526,2020,11.81,1.52,0.69,2262.2
1530,2020,18.14,1.81,1.07,241.57
1531,2022,12.91,0.87,1.06,543.41
1532,2019,6.35,0.0,2.38,280.58
1538,2021,10.83,0.98,1.4,138.17
1540,2020,7.03,3.62,11.0,124.21
1546,2020,13.24,5.9,10.8,79.35
1548,2019,12.82,7.57,3.18,243.08
1549,2019,5.35,1.52,18.6,72.45
1553,2019,8.85,0.0,0.67,360.16
1554,2019,8.29,2.8,0.83,641.82
1555,2020,6.06,3.8,0.28,1552.43
1556,2022,10.22,3.95,3.55,198.11
1560,2019,14.8,4.79,2.2,409.74
1561,2022,14.73,0.0,1.4,276.27
1563,2019,17.86,0.0,0.08,527.32
1564,2021,16.91,7.45,0.37,1915.34
1567,2020,14.26,0.35,5.41,239.95
1568,2020,18.31,2.44,4.53,434.73
1573,2022,19.66,2.72,2.14,225.97
1575,2021,16.09,3.43,2.81,389.9
1576,2021,5.46,3.73,2.08,557.53
1577,2022,15.42,1.72,24.0,48.44
1580,2020,5.32,0.0,2.27,318.38
1582,2020,18.38,8.01,1.31,635.31
1584,2022,6.6,1.89,1.86,353.23
1586,2019,17.07,1.61,0.43,423.86
1587,2019,17.15,5.58,6.67,459.29
1588,2020,6.81,1.19,2.04,255.47
1589,2022,9.52,0.05,6.67,165.53
1591,2019,12.88,6.87,0.97,263.71
1592,2019,19.35,1.39,6.5,114.19
1594,2022,15.15,7.86,0.62,352.25
1595,2021,12.65,0.98,4.56,203.4
1598,2022,8.45,0.0,4.88,453.86
1600,2019,17.79,0.0,0.51,2539.45
1603,2020,13.16,1.16,2.53,635.94
1605,2021,5.08,2.78,4.73,490.07
1606,2022,9.21,0.52,3.27,623.89
1608,2019,15.68,0.0,0.44,878.39
1611,2021,11.18,5.21,3.9,424.59
1614,2022,5.86,0.49,2.73,273.68
1616,2020,11.73,0.03,2.6,240.75
1617,2019,8.17,0.61,0.2,355.48
1618,2022,9.3,1.16,16.5,159.61
1621,2019,13.36,1.69,3.94,487.53
1624,2019,6.11,0.91,24.0,280.5
1625,2020,8.54,0.42,4.21,498.19
1626,2022,5.87,0.04,7.6,155.68
1628,2019,16.94,0.61,1.9,588.41
1630,2019,10.81,0.0,3.74,747.36
1632,2022,8.34,0.7,2.13,526.22
1633,2021,6.79,1.22,2.17,373.09
1636,2020,13.99,1.6,23.0,92.04
1637,2020,15.71,1.03,14.67,248.12
1638,2022,5.85,0.16,3.29,212.07
1644,2020,6.43,4.88,0.63,834.51
1646,2022,6.56,2.46,3.25,771.81
1647,2020,9.84,0.39,3.48,674.79
1649,2022,19.61,6.63,1.12,294.86
1650,2019,10.99,3.31,0.36,309.25
1652,2021,7.5,1.7,7.33,105.34
1654,2020,7.89,2.31,2.57,645.28
1657,2021,19.96,1.5,2.15,239.85
1659,2021,13.16,0.84,5.58,230.71
1662,2020,12.07,2.07,0.63,402.82
1663,2022,9.94,0.86,41.0,11.49
1664,2021,8.98,2.86,2.0,367.98
1667,2019,11.55,2.8,1.78,104.46
1668,2021,10.26,0.89,22.0,139.84
1669,2019,6.29,3.06,3.14,268.95
1670,2022,7.79,3.49,13.25,167.18
1672,2019,15.4,1.85,1.57,139.23
1674,2019,16.73,0.0,1.2,495.63
1676,2020,7.88,3.87,3.09,209.65
1677,2020,13.44,4.55,13.33,98.31
1683,2021,15.97,2.83,2.14,552.12
1684,2019,9.09,1.19,2.53,395.92
1685,2021,13.58,4.88,4.36,623.66
1686,2022,8.63,0.2,8.91,130.75
1687,2019,17.58,2.39,4.69,502.8
1691,2022,18.43,2.13,38.0,104.12
1692,2022,15.98,1.16,2.13,615.74
1693,2019,7.23,3.39,3.38,462.86
1695,2020,14.28,2.16,1.71,259.46
1696,2022,14.14,1.37,41.5,64.31
1698,2022,8.73,0.68,9.9,441.81
1700,2020,12.7,0.83,11.86,145.54
1701,2019,16.26,0.0,7.23,146.18
1702,2020,11.71,1.23,2.46,162.13
1706,2020,17.33,4.95,3.37,279.92
1709,2020,16.81,0.18,0.36,461.18
1711,2021,9.85,0.0,0.73,325.17
1712,2020,5.2,0.85,9.4,135.1
1716,2021,10.04,1.35,0.83,424.19
1719,2019,16.58,5.29,5.43,111.61
1720,2021,10.89,0.53,0.75,185.54
1722,2020,15.81,2.53,1.08,205.68
1726,2019,15.16,4.55,2.35,329.22
1729,2020,17.27,2.98,5.42,471.17
1732,2021,19.62,4.93,16.0,172.12
1734,2019,17.84,5.64,2.72,152.17
1739,2020,9.2,0.1,0.63,594.63
1740,2019,14.15,0.0,1.1,361.98
1742,2021,16.57,0.95,15.83,207.11
1744,2022,11.16,7.97,0.7,212.82
1746,2021,15.43,0.27,1.57,435.33
1748,2022,11.05,0.84,7.5,156.21
1751,2019,19.53,0.47,0.11,347.74
1752,2021,14.83,5.54,3.11,531.46
1755,2021,19.65,2.31,25.0,317.59
1756,2022,8.36,2.75,0.97,737.36
1757,2020,13.42,1.8,7.7,184.76
1759,2019,16.52,2.92,2.56,332.11
1760,2019,18.01,2.39,0.8,575.19
1762,2021,14.91,2.41,1.6,107.31
1763,2019,13.24,1.26,2.45,369.65
1765,2019,9.08,0.79,0.24,386.95
1766,2021,13.08,4.26,2.69,486.93
1767,2022,7.31,1.5,1.45,587.88
1772,2019,6.77,1.19,1.5,326.66
1773,2022,12.14,1.11,6.62,212.97
1774,2022,11.0,0.0,1.71,693.32
1775,2021,15.83,4.19,3.57,249.75
1776,2022,19.3,2.7,21.33,70.65
1777,2022,16.3,0.27,11.71,414.39
1781,2021,12.11,5.83,2.67,257.09
1786,2022,13.68,2.48,0.17,490.66
1787,2022,8.6,3.75,4.55,281.38
1788,2019,16.96,4.29,5.0,241.89
1789,2019,16.61,3.26,1.62,608.07
1790,2022,9.44,2.57,2.58,500.98
1791,2021,15.22,0.11,0.83,334.07
1793,2021,13.44,0.0,3.12,91.51
1794,2019,14.01,2.56,3.5,150.37
1795,2022,13.62,0.96,2.54,479.94
1796,2021,6.23,0.83,3.44,454.48
1797,2021,15.05,0.0,0.12,492.23
1798,2019,12.05,6.34,27.0,30.05
1800,2022,17.9,0.32,10.88,244.97
1802,2021,8.77,4.27,3.27,633.69
1805,2021,9.14,5.49,1.62,287.8
1806,2019,19.83,5.78,1.27,162.23
1808,2022,14.96,0.83,0.42,672.24
1809,2020,6.77,2.66,2.71,345.79
1810,2020,14.03,0.0,1.21,557.63
1811,2019,19.77,2.64,1.0,88.01
1814,2019,19.96,7.72,2.33,302.01
1816,2022,9.64,0.72,12.0,149.22
1819,2020,7.57,4.52,1.71,705.53
1820,2020,11.79,0.0,9.1,343.92
1821,2021,9.79,0.0,1.37,488.21
1822,2019,9.25,2.71,3.24,373.63
1825,2020,10.09,6.57,3.18,117.57
1826,2020,14.05,1.61,1.89,325.21
1827,2021,8.29,2.11,2.64,343.15
1828,2021,8.45,1.0,2.72,238.89
1832,2020,5.81,1.79,5.2,308.48
1833,2022,12.81,0.74,1.19,563.35
1838,2021,17.84,0.78,10.75,107.86
1840,2019,18.98,0.23,7.67,148.69
1846,2020,18.62,3.21,41.0,325.68
1851,2021,10.86,0.54,3.0,379.19
1852,2020,14.48,3.4,11.5,369.66
1854,2021,7.55,5.52,2.29,702.13
1855,2020,6.81,0.1,15.83,158.5
1866,2022,8.49,0.39,1.75,115.57
1868,2022,17.38,3.04,18.8,159.09
1872,2019,7.81,0.73,0.58,369.18
1876,2021,17.6,2.98,4.61,423.73
1878,2022,6.11,5.87,18.0,94.24
1879,2020,8.25,6.0,7.82,72.9
1881,2020,13.11,0.99,1.76,745.51
1883,2020,8.08,6.01,1.46,321.98
1886,2020,7.66,0.92,0.21,447.6
1887,2019,19.46,0.08,2.62,412.67
1888,2020,6.61,2.59,2.21,415.83
1889,2020,19.78,2.76,1.2,161.4
1890,2022,17.63,5.65,3.75,249.36
1895,2019,10.09,0.0,2.48,360.15
1896,2020,12.7,0.43,0.31,164.4
1898,2020,13.14,3.9,0.48,323.92
1899,2019,12.09,4.13,3.42,557.69
1902,2022,11.52,0.0,0.44,377.74
1903,2021,13.12,6.69,0.12,145.13
1906,2019,15.84,2.05,3.5,206.53
1907,2020,13.96,3.01,0.18,234.97
1915,2022,6.45,0.28,3.62,231.81
1916,2022,16.9,0.78,6.58,210.7
1918,2019,17.02,0.07,0.66,1091.04
1919,2021,9.09,1.16,29.0,10.16
1922,2019,14.24,8.93,24.0,153.4
1924,2022,11.78,3.1,2.16,228.84
1925,2019,10.69,2.5,21.0,23.79
1927,2020,6.75,6.08,3.22,191.41
1928,2021,12.3,0.34,4.05,299.89
1930,2021,6.47,1.67,3.41,616.84
1933,2020,18.15,0.81,1.0,187.81
1934,2019,14.12,0.41,4.37,145.78
1937,2020,13.99,0.0,4.0,288.59
1940,2022,6.38,1.87,13.17,177.95
1942,2021,15.64,0.9,2.81,259.31
1943,2022,19.38,4.8,16.33,130.67
1944,2019,19.71,1.12,1.42,221.61
1949,2019,11.51,7.65,1.62,535.87
1951,2021,19.01,4.58,3.78,167.22
1955,2020,6.32,1.8,3.2,170.32
1957,2019,7.25,0.93,11.6,89.72
1958,2020,14.07,0.87,2.06,629.88
1965,2019,7.38,0.74,3.24,421.97
1970,2021,14.63,0.59,1.21,377.12
1971,2022,10.53,3.5,3.05,753.53
1973,2021,16.25,1.26,21.75,173.85
1974,2022,8.42,0.35,3.48,348.07
1975,2020,14.66,0.55,6.71,157.82
1978,2020,16.0,1.3,3.04,542.0
1980,2020,15.36,0.74,3.56,380.41
1981,2020,6.54,7.37,4.24,267.32
1983,2021,13.93,4.82,0.59,239.74
1985,2022,19.36,1.06,0.52,310.61
1986,2019,11.08,1.87,0.17,367.37
1987,2019,11.86,3.35,2.33,233.52
1989,2020,12.86,0.58,0.46,373.02
1990,2020,10.73,0.0,3.0,783.7
1991,2019,6.15,0.22,17.2,197.38
1997,2021,17.25,0.11,0.42,381.29
2001,2020,11.16,1.78,3.96,617.5
2004,2020,6.25,3.5,2.96,163.15
2005,2020,12.96,4.86,0.28,1982.45
2008,2021,14.67,7.77,0.18,4568.05
2011,2021,9.25,1.18,8.17,62.28
2012,2021,15.04,1.7,4.06,119.93
2013,2020,7.12,4.11,1.69,459.06
2014,2021,16.04,0.0,2.07,557.11
2015,2022,14.68,0.76,1.43,457.94
2016,2021,19.57,0.44,4.4,300.27
2020,2020,14.83,4.58,9.75,294.27
2022,2020,5.41,5.16,0.83,500.37
2023,2021,6.84,0.26,1.62,426.79
2024,2020,13.77,2.48,2.5,170.81
2027,2022,7.27,1.41,4.0,215.92
2028,2020,10.77,5.99,3.08,211.74
2029,2020,5.65,1.41,2.2,465.54
2030,2022,12.04,0.63,3.44,126.86
2031,2022,16.3,4.94,0.28,1284.54
2032,2020,16.85,2.33,0.7,323.71
2035,2022,10.72,2.67,3.0,101.27
2038,2020,9.8,4.11,11.0,218.74
2039,2020,16.2,2.72,1.48,383.62
2041,2020,18.68,2.91,10.0,205.21
2044,2019,12.01,0.15,4.67,55.23
2045,2022,18.92,2.35,2.68,396.04
2047,2020,17.47,2.04,4.57,340.13
2048,2019,7.0,1.6,1.07,205.16
2049,2019,16.88,2.72,2.04,305.5
2051,2020,5.35,7.58,8.08,318.96
2055,2022,18.02,8.55,5.45,170.45
2056,2021,16.01,0.19,1.39,195.04
2057,2020,5.33,5.39,17.2,78.03
2059,2022,7.89,2.89,6.67,78.96
2061,2021,14.37,0.72,9.33,95.01
2062,2022,18.09,2.39,16.33,83.29
2064,2019,17.13,1.89,0.73,317.06
2065,2019,16.74,2.23,1.69,553.22
2070,2022,18.36,4.59,19.0,55.18
2072,2020,8.74,2.37,3.1,255.17
2073,2019,19.72,0.79,0.38,317.36
2075,2021,18.71,1.79,0.33,417.3
2076,2019,9.87,7.69,1.92,431.13
2078,2021,11.85,2.98,0.5,263.55
2080,2020,7.34,0.79,17.5,61.58
2081,2020,9.04,4.3,1.0,64.69
2085,2019,15.42,0.62,5.28,204.74
2090,2022,7.96,0.76,1.8,442.68
2092,2022,15.93,0.19,2.85,385.83
2093,2022,5.13,2.19,3.83,152.33
2094,2021,8.31,0.0,0.47,536.94
2095,2020,12.38,2.27,2.69,209.73
2097,2019,18.78,1.01,4.3,600.7
2098,2021,10.4,0.76,3.0,212.12
2103,2022,17.44,0.94,0.07,1269.83
2104,2019,6.57,3.56,0.21,3291.14
2105,2022,13.79,2.7,2.1,205.32
2108,2022,14.35,6.7,0.7,570.96
2110,2020,5.59,0.62,5.29,246.11
2113,2022,6.18,1.25,1.62,592.49
2115,2020,15.71,5.78,2.05,579.96
2121,2019,17.5,7.11,5.0,499.83
2122,2020,6.42,0.0,2.67,234.58
2124,2020,7.99,2.38,22.25,145.11
2129,2021,9.37,1.81,0.09,1611.4
2130,2022,7.15,3.67,1.07,239.48
2132,2019,14.96,0.46,1.22,251.85
2133,2019,19.13,0.77,0.33,415.44
2134,2020,19.28,0.0,5.71,271.5
2135,2020,14.88,4.73,0.56,437.54
2138,2022,12.7,0.36,7.38,342.0
2140,2021,14.05,0.0,22.0,48.61
2141,2019,19.41,1.97,2.67,346.56
2143,2022,6.63,0.86,0.85,236.79
2146,2022,17.36,0.0,11.8,181.76
2147,2020,9.13,0.0,20.25,145.87
2149,2019,15.08,0.82,4.25,189.68
2151,2019,8.02,1.91,0.87,504.1
2154,2020,7.53,3.15,3.23,265.06
2156,2019,16.12,2.86,4.17,327.44
2159,2020,19.83,5.85,0.57,72.52
2160,2020,7.3,4.83,0.43,738.45
2161,2019,14.01,1.09,0.22,707.97
2163,2019,11.28,3.77,0.69,259.97
2164,2020,12.13,2.21,1.2,165.51
2165,2019,18.36,2.77,3.25,287.75
2166,2020,14.68,1.8,3.1,510.42
2167,2019,12.46,3.28,8.64,306.14
2170,2022,6.87,1.08,3.86,456.99
2173,2021,19.51,4.69,4.4,533.43
2176,2019,5.66,1.74,0.8,339.46
2177,2019,16.73,0.88,8.27,209.5
2180,2020,13.52,1.86,5.0,119.7
2187,2022,11.98,0.61,1.27,263.1
2189,2020,13.68,0.46,2.18,453.21
2190,2022,5.56,0.0,2.19,163.2
2191,2022,17.65,2.23,1.18,459.0
2194,2019,6.53,1.23,5.88,322.53
2195,2022,6.17,3.77,1.96,378.8
2196,2020,5.39,2.92,0.3,285.38
2197,2020,5.83,2.09,0.83,541.48
2198,2019,11.64,2.19,2.3,334.33
2201,2019,14.88,1.84,0.63,975.75
2202,2021,8.39,2.09,0.32,2042.75
2207,2020,11.68,0.72,12.67,108.26
2208,2021,15.03,0.75,0.86,178.42
2214,2022,16.33,0.0,23.0,65.04
2217,2021,11.32,0.19,4.25,350.84
2220,2020,19.2,0.7,5.77,246.86
2222,2021,8.93,1.65,25.67,101.58
2224,2021,12.77,0.71,2.88,279.84
2227,2022,14.03,2.56,2.47,208.38
2229,2022,13.76,4.28,4.28,198.07
2230,2021,11.99,2.65,3.12,167.76
2232,2019,17.13,5.68,1.59,736.4
2234,2020,14.71,0.75,2.07,474.88
2236,2019,14.28,0.0,4.87,386.14
2237,2020,10.7,8.3,5.33,253.55
2238,2021,15.37,1.71,0.11,792.85
2240,2022,5.21,5.56,1.57,95.01
2242,2022,16.14,1.98,4.17,317.37
2244,2019,16.69,0.25,1.25,162.06
2245,2021,11.76,4.96,3.58,298.93
2249,2021,11.45,1.04,4.05,591.89
2250,2020,13.13,0.47,6.83,330.22
2255,2020,14.47,0.39,85.0,180.62
2256,2022,16.69,3.43,3.94,234.07
2257,2021,16.42,0.96,28.67,44.69
2258,2022,10.63,0.48,3.48,211.43
2259,2021,13.52,1.76,5.0,279.08
2260,2021,11.74,0.17,0.17,2450.44
2263,2021,10.16,0.83,9.11,314.43
2266,2020,10.51,2.51,10.38,97.16
2268,2022,14.85,1.67,10.4,21.19
2269,2021,9.97,3.18,2.44,299.52
2270,2021,15.01,0.61,73.0,57.22
2272,2019,14.78,3.82,0.7,458.41
2273,2020,7.38,0.98,0.25,91.88
2274,2019,13.7,1.44,4.78,305.76
2275,2022,13.13,7.08,3.72,806.57
2276,2021,18.06,1.51,8.7,72.97
2279,2019,13.98,1.32,37.5,222.16
2281,2019,15.79,1.86,9.9,222.52
2282,2021,5.61,1.21,4.41,673.28
2283,2019,13.45,1.55,5.67,374.03
2285,2019,9.73,4.84,3.58,344.05
2286,2020,14.92,0.0,3.11,306.86
2290,2019,14.76,3.17,5.21,507.17
2291,2020,6.37,0.36,0.73,362.99
2295,2019,11.89,0.36,8.7,48.44
2297,2020,19.9,2.03,2.93,529.03
2298,2021,7.48,3.6,1.07,567.07
2300,2020,17.45,1.69,3.96,365.19
2304,2020,19.36,2.25,0.25,376.82
2305,2020,7.59,0.03,0.31,555.03
2307,2022,5.9,2.67,0.96,694.86
2308,2019,14.31,2.67,0.17,304.41
2309,2019,13.72,0.93,4.25,101.41
2311,2022,16.97,0.75,0.12,921.31
2312,2022,5.56,4.18,2.39,369.4
2313,2021,17.09,6.39,0.47,1377.45
2315,2019,14.85,0.89,2.52,272.74
2318,2022,15.83,6.88,4.18,113.87
2321,2021,18.73,0.77,7.33,86.58
2324,2020,5.98,0.0,1.46,678.43
2325,2021,6.9,1.12,2.39,117.58
2328,2021,7.7,0.23,2.89,216.0
2332,2020,14.47,0.31,2.6,84.1
2335,2022,7.43,0.69,1.12,296.14
2336,2021,11.51,4.08,0.02,798.81
2337,2019,16.58,6.71,0.22,1696.73
2343,2022,16.02,3.05,1.17,74.46
2344,2019,5.7,2.32,84.0,127.41
2345,2021,17.57,0.0,1.7,385.72
2346,2019,18.58,1.9,3.06,345.74
2347,2020,9.46,1.78,2.61,355.9
2348,2021,6.11,0.2,0.21,1256.36
2353,2021,8.15,2.82,17.5,90.95
2354,2022,10.35,4.82,23.67,78.79
2355,2020,16.74,2.71,3.53,175.47
2358,2020,14.96,0.42,1.58,65.59
2364,2019,17.34,0.0,8.0,102.33
2366,2021,6.15,0.15,3.07,550.11
2367,2020,13.78,6.65,3.9,241.72
2368,2021,17.32,0.07,0.27,282.84
2369,2020,10.85,3.17,0.17,407.57
2370,2022,7.97,0.0,4.22,359.03
2372,2022,17.39,6.83,4.33,136.44
2373,2019,5.73,0.91,12.6,370.29
2376,2022,14.04,2.16,1.86,394.95
2377,2021,14.75,1.39,5.89,504.52
2378,2022,14.47,2.19,5.0,206.33
2379,2022,6.96,2.53,2.83,58.55
2380,2020,8.52,0.02,1.81,475.14
2384,2022,14.98,0.71,4.25,189.12
2391,2019,11.4,1.76,3.31,648.55
2394,2022,6.17,5.52,1.85,106.55
2397,2021,10.25,2.88,28.0,119.23
2399,2019,16.21,5.09,6.44,179.03
2400,2022,7.55,2.76,5.4,342.7
2402,2021,11.46,0.0,0.36,517.77
2403,2021,9.97,4.88,5.4,93.33
2404,2020,13.78,3.26,1.5,344.65
2405,2020,10.07,1.18,2.53,485.17
2406,2022,10.89,0.22,6.27,129.29
2412,2022,14.69,3.62,31.0,294.03
2415,2022,13.27,2.28,3.07,433.5
2416,2020,6.67,3.27,7.0,261.82
2417,2022,17.14,0.0,29.67,11.0
2422,2022,9.44,1.82,12.17,212.3
2423,2022,12.62,1.32,1.7,273.26
2425,2022,10.78,4.07,0.35,628.8
2427,2022,8.97,4.47,0.45,1068.65
2428,2019,15.6,4.95,17.0,97.89
2430,2021,5.34,2.63,49.0,85.07
2433,2020,6.28,7.31,0.47,1375.93
2436,2020,17.21,7.9,2.94,453.9
2437,2020,12.11,7.09,3.25,160.96
2440,2019,8.75,2.84,1.17,377.92
2448,2019,6.6,1.74,3.17,277.72
2451,2020,13.43,6.02,2.75,446.82
2453,2019,8.5,1.77,7.67,139.74
2454,2020,17.16,3.62,21.67,64.88
2456,2020,15.48,5.47,1.09,479.93
2457,2022,11.79,1.62,5.08,81.19
2458,2019,8.57,3.48,0.7,317.97
2459,2019,19.56,0.0,1.35,288.36
2461,2021,6.96,1.31,9.75,75.21
2463,2022,9.94,0.62,2.08,576.05
2466,2022,18.21,1.49,3.89,267.55
2468,2019,10.28,0.31,0.23,167.27
2469,2021,16.43,1.54,6.07,570.48
2471,2021,13.87,2.65,3.88,567.57
2472,2020,15.5,2.51,2.92,518.07
2475,2019,15.6,3.93,5.93,186.79
2476,2019,19.47,1.91,1.3,373.67
2482,2021,14.77,0.71,2.26,807.77
2484,2021,17.69,0.4,0.31,464.25
2486,2020,5.43,2.91,1.11,433.99
2490,2019,5.46,2.46,1.12,268.43
2495,2020,12.2,6.19,42.0,72.08
2496,2020,18.01,0.7,13.33,147.06
2504,2022,6.98,2.0,2.23,610.77
2508,2019,15.25,0.33,8.38,309.65
2509,2022,7.77,0.11,1.05,280.66
2510,2022,9.62,5.15,26.0,197.92
2511,2020,12.3,0.79,0.75,234.74
2514,2019,10.76,4.16,13.5,364.89
2515,2021,15.55,1.07,5.47,173.82
2516,2020,19.42,4.99,0.64,919.15
2519,2019,11.31,0.0,0.2,95.33
2522,2021,10.01,3.02,2.05,134.23
2524,2020,19.57,2.62,9.83,378.19
2526,2021,6.41,6.87,23.67,200.5
2527,2019,19.99,3.06,1.78,225.49
2531,2021,10.84,0.0,0.54,651.74
2533,2022,6.6,2.06,3.67,152.71
2534,2021,12.33,0.27,85.0,87.18
2536,2022,8.24,5.55,29.0,87.7
2537,2019,9.5,2.15,10.5,49.43
2538,2022,19.51,3.42,4.0,376.03
2540,2020,8.2,0.17,0.18,90.04
2542,2022,15.06,0.13,0.72,308.89
2545,2022,5.55,4.73,3.79,442.87
2546,2021,10.91,0.0,0.19,228.61
2549,2022,14.03,4.34,0.58,514.42
2550,2021,5.78,0.67,1.9,359.94
2551,2022,10.95,3.8,4.67,224.56
2554,2022,5.95,7.25,3.79,376.36
2556,2021,11.25,0.07,2.67,526.13
2557,2022,11.94,0.0,0.36,579.85
2558,2020,11.1,0.17,1.58,322.07
2559,2022,11.95,3.87,1.76,194.93
2560,2019,15.7,0.04,8.0,543.91
2561,2020,10.54,0.42,0.3,396.51
2562,2019,13.22,1.7,3.35,224.6
2565,2021,14.21,0.4,0.71,217.67
2566,2021,12.36,0.0,0.18,413.84
2567,2022,15.85,0.0,4.0,522.5
2572,2019,15.05,2.68,0.83,172.88
2573,2021,8.32,7.76,3.0,110.23
2575,2020,14.37,1.58,1.41,313.36
2577,2021,11.55,0.92,0.24,178.62
2578,2019,13.98,0.17,0.4,537.06
2579,2022,19.51,2.56,29.0,183.78
2584,2020,8.61,1.15,3.23,207.68
2587,2021,8.87,0.67,1.33,98.81
2588,2021,19.16,2.66,32.0,80.4
2589,2019,17.36,2.52,0.44,291.06
2591,2019,17.97,0.34,3.52,182.98
2593,2020,6.81,1.47,8.45,75.75
2595,2019,11.66,1.88,62.0,0.0
2596,2020,9.67,7.64,2.16,343.03
2600,2021,9.12,0.0,1.4,96.45
2601,2021,8.43,0.0,0.16,2216.38
2602,2020,18.31,0.0,0.52,611.89
2604,2021,13.41,0.0,3.4,36.65
2606,2022,14.75,2.77,7.33,28.28
2609,2022,19.07,0.82,0.41,558.33
2610,2019,19.65,1.33,6.36,475.32
2614,2021,11.07,0.16,11.14,438.15
2615,2021,17.89,0.96,22.5,128.52
2619,2021,11.1,0.0,3.46,596.12
2624,2019,12.17,1.33,1.41,275.43
2627,2022,19.04,2.09,3.0,59.51
2629,2022,16.79,5.05,2.15,345.47
2630,2021,13.73,1.71,2.04,570.39
2633,2020,8.15,2.83,2.46,248.41
2635,2021,15.4,0.61,1.58,726.02
2639,2022,13.34,2.79,7.8,94.48
2640,2019,6.81,0.04,6.33,295.76
2644,2019,14.52,0.6,2.9,252.3
2646,2022,14.78,1.91,4.06,169.66
2647,2019,18.26,4.85,2.6,100.58
2648,2019,13.34,3.7,2.08,159.86
2651,2019,7.0,0.4,11.75,77.05
2653,2022,10.94,3.0,4.62,161.78
2657,2022,19.58,2.94,4.4,289.44
2659,2022,10.92,1.1,3.1,370.05
2665,2020,16.61,7.69,0.8,572.47
2667,2020,11.64,0.64,10.25,172.86
2669,2019,11.94,2.54,24.5,56.86
2671,2022,8.05,2.04,0.14,480.3
2672,2019,18.56,0.4,8.56,198.25
2675,2021,19.25,2.85,3.34,229.84
2677,2021,6.22,2.99,1.36,221.93
