PU_ID,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
329,Player D,Team C,34,199.46,97.04,Defender,23.0,0.0,5,4,53.39,6.24,86,3,17,6,0.25,38,9,5.36,2.15,4.04,283.11,2020
330,Player A,Team A,36,173.33,117.95,Defender,2.0,18.0,3,2,62.29,14.38,64,8,25,7,0.36,47,2,13.12,4.51,19.67,176.89,2020
339,Player D,Team B,38,181.51,51.19,Midfielder,22.0,7.0,6,4,67.3,9.92,57,7,22,9,0.1,38,8,9.15,0.38,0.83,404.29,2022
344,Player C,Team B,24,167.94,69.5,Defender,2700.0,6.0,2,3,114.49,11.0,73,7,22,8,0.4,23,4,10.3,0.73,0.01,1958.94,2021
345,Player C,Team A,33,186.09,77.54,Defender,200.0,15.0,5,1,59.01,8.22,82,6,19,7,0.62,3,0,17.87,6.29,0.21,2520.6,2019
346,Player C,Team C,20,180.66,59.23,Defender,11.0,1.0,3,1,52.44,10.71,29,4,26,8,0.64,93,5,5.41,0.47,0.75,162.19,2022
352,Player A,Team A,38,171.3,128.83,Midfielder,120.0,6.0,2,1,58.83,6.07,54,10,5,3,0.66,50,1,13.3,1.68,5.15,278.03,2020
354,Player D,Team C,28,199.82,159.88,Goalkeeper,4.0,3.0,2,1,82.46,11.36,56,3,0,5,0.07,20,1,8.66,1.27,2.8,59.62,2022
358,Player A,Team A,26,169.8,103.21,Forward,2.0,14.0,7,3,54.25,8.65,98,13,28,4,0.94,72,1,14.52,3.7,31.33,81.96,2020
359,Player C,Team B,23,189.19,62.24,Goalkeeper,7.0,11.0,2,2,90.61,10.28,33,4,11,2,0.58,27,2,6.56,4.24,8.0,174.25,2019
360,Player D,Team A,37,192.44,73.7,Goalkeeper,5.0,9.0,4,3,95.47,9.6,56,6,2,5,0.39,47,6,12.79,0.0,16.33,97.45,2020
362,Player A,Team C,26,199.66,75.14,Goalkeeper,18.0,4.0,8,3,84.42,8.12,61,10,23,6,0.46,6,5,16.14,1.43,4.89,169.62,2019
363,Player B,Team A,38,171.76,66.13,Forward,16.0,6.0,7,3,52.77,6.67,38,8,9,6,0.55,60,2,8.52,1.8,4.88,122.56,2021
364,Player C,Team C,23,175.61,90.56,Midfielder,9.0,19.0,9,0,53.65,13.03,73,8,8,1,0.94,45,0,9.4,0.16,6.7,521.13,2022
365,Player C,Team C,20,164.62,105.87,Forward,0.0,10.0,1,4,58.98,5.39,66,6,16,5,0.39,44,5,13.54,1.48,93.0,77.67,2022
369,Player C,Team C,18,183.64,91.57,Goalkeeper,11.0,15.0,8,1,53.91,8.66,30,13,9,9,0.07,25,9,15.72,0.0,0.42,376.07,2019
371,Player D,Team C,22,185.84,108.49,Midfielder,9.0,0.0,2,0,99.69,5.76,38,2,17,4,0.02,7,5,6.34,2.93,2.4,103.9,2019
372,Player B,Team A,23,198.92,108.26,Forward,20.0,3.0,9,0,72.75,6.99,78,8,13,8,0.09,44,5,9.51,5.62,1.81,184.06,2020
375,Player D,Team B,32,194.52,82.78,Forward,0.0,3.0,9,0,69.15,14.97,82,2,12,7,0.32,44,5,19.72,2.21,6.0,29.11,2022
377,Player A,Team A,30,163.14,85.28,Midfielder,28.0,10.0,9,3,98.29,5.6,90,0,19,7,0.02,19,3,13.44,3.13,2.07,372.96,2022
380,Player D,Team A,24,166.2,108.96,Midfielder,21.0,11.0,8,1,118.93,12.1,70,3,19,0,0.12,31,0,7.96,2.3,4.18,583.67,2022
382,Player D,Team B,27,180.86,90.28,Defender,0.0,3.0,7,0,59.58,7.73,96,8,5,5,0.63,84,3,10.06,2.37,18.0,41.19,2019
383,Player A,Team B,34,197.33,58.63,Midfielder,26.0,9.0,3,0,93.01,8.29,53,12,28,1,0.88,74,9,16.57,1.59,2.93,215.91,2021
385,Player D,Team B,25,187.72,101.24,Goalkeeper,20.0,9.0,6,2,71.94,13.57,13,14,10,2,0.8,27,1,8.45,5.18,4.33,253.73,2020
386,Player C,Team A,21,184.51,53.0,Midfielder,8.0,12.0,9,0,52.68,10.78,2,12,6,3,0.28,13,1,5.13,3.61,4.33,380.2,2019
387,Player C,Team A,33,177.11,86.27,Forward,23.0,0.0,7,0,81.71,14.74,13,1,16,5,0.18,41,6,19.53,0.45,2.5,278.61,2022
389,Player A,Team B,39,196.43,58.69,Defender,15.0,10.0,4,0,74.9,12.06,80,10,18,0,0.81,85,5,15.8,0.0,4.81,367.89,2020
390,Player C,Team A,37,166.98,158.79,Midfielder,1500.0,7.0,0,1,55.08,5.89,38,14,11,9,0.99,97,6,14.77,1.66,0.19,2064.8,2020
393,Player D,Team C,35,170.53,76.9,Forward,17.0,19.0,2,3,98.14,10.2,91,5,17,3,0.78,98,9,6.97,0.0,0.72,655.69,2021
396,Player D,Team A,20,163.56,92.49,Midfielder,28.0,19.0,8,2,73.98,6.33,80,2,19,7,0.86,2,5,13.38,0.0,0.76,396.38,2020
398,Player D,Team A,37,174.89,115.17,Goalkeeper,12.0,5.0,9,1,83.28,14.99,45,11,25,6,0.75,30,2,5.52,0.81,5.08,253.34,2019
401,Player D,Team B,39,176.92,107.32,Midfielder,9.0,16.0,1,0,81.34,12.3,6,4,7,8,0.9,81,6,6.23,1.31,6.4,345.37,2020
403,Player A,Team B,38,174.62,90.55,Goalkeeper,8.0,4.0,0,0,116.62,5.88,87,11,17,7,0.83,71,4,18.39,0.68,0.67,84.18,2020
405,Player D,Team B,28,184.69,79.39,Forward,24.0,15.0,7,3,73.64,14.16,77,13,3,9,0.9,97,2,19.94,1.3,3.6,436.02,2020
406,Player B,Team B,28,186.94,112.28,Defender,20.0,8.0,1,2,69.54,5.0,18,2,26,1,0.39,45,8,8.81,3.06,1.05,387.94,2022
408,Player D,Team B,33,192.16,110.55,Forward,150.0,9.0,4,3,74.69,11.29,89,11,0,6,0.91,11,7,8.55,0.81,1.5,213.19,2021
412,Player B,Team B,29,163.37,82.75,Midfielder,29.0,16.0,5,4,54.37,12.85,65,12,13,4,0.95,63,5,6.08,1.36,0.37,508.86,2019
413,Player A,Team C,32,192.47,56.5,Midfielder,14.0,15.0,5,2,78.99,11.75,64,2,10,5,0.57,90,6,15.4,0.0,5.8,405.48,2019
415,Player A,Team B,22,189.18,55.28,Goalkeeper,2.0,15.0,7,2,89.62,14.34,35,5,27,3,0.45,62,1,14.27,1.63,4.67,294.89,2019
416,Player A,Team A,22,208.01,109.6,Defender,4.0,14.0,8,0,63.38,6.29,34,14,27,9,0.29,94,1,18.19,3.02,4.6,342.17,2021
417,Player B,Team A,32,185.52,87.62,Defender,27.0,11.0,2,1,108.37,8.08,23,3,20,0,0.33,92,9,16.1,0.64,1.36,620.77,2022
420,Player B,Team A,29,161.66,79.62,Defender,50.0,4.0,4,0,95.21,8.79,0,6,8,1,0.79,83,1,11.84,3.48,3.0,53.5,2021
422,Player B,Team A,37,174.92,79.31,Forward,25.0,1.0,0,4,83.9,10.63,8,0,28,2,0.09,58,1,19.89,4.57,3.69,240.35,2019
426,Player A,Team B,39,215.85,106.62,Midfielder,18.0,11.0,6,2,69.32,12.38,73,4,0,7,0.44,26,9,12.55,0.91,1.26,570.27,2020
430,Player A,Team B,28,181.16,54.85,Midfielder,21.0,15.0,6,2,64.4,8.49,52,8,26,9,0.14,1,9,16.34,2.17,0.41,576.83,2020
433,Player D,Team C,28,163.88,101.77,Forward,15.0,9.0,9,4,65.1,11.47,18,5,21,2,0.1,79,3,9.02,0.64,0.88,397.23,2022
440,Player A,Team B,20,179.27,171.82,Midfielder,5.0,16.0,9,3,118.53,6.37,13,1,4,8,0.08,33,1,7.42,2.15,7.83,161.67,2020
441,Player D,Team B,26,171.11,76.76,Midfielder,3.0,18.0,1,3,88.28,8.22,60,8,3,8,0.99,89,5,13.0,1.28,0.75,279.89,2019
443,Player D,Team B,28,184.2,114.47,Goalkeeper,0.0,12.0,4,3,57.03,8.7,15,3,1,8,0.37,69,5,10.36,0.0,89.0,100.33,2021
444,Player D,Team B,29,184.56,87.46,Defender,16.0,2.0,9,4,69.44,6.43,70,10,4,1,0.81,6,2,19.38,0.17,3.88,206.98,2020
445,Player C,Team C,29,181.28,85.81,Midfielder,8.0,9.0,5,1,81.54,12.53,34,14,17,6,0.95,23,0,5.57,1.78,7.56,339.67,2020
446,Player C,Team A,20,163.67,68.6,Midfielder,15.0,13.0,2,0,79.52,13.45,7,2,1,6,0.99,30,3,18.9,2.97,5.75,158.7,2020
448,Player C,Team A,24,199.98,82.05,Goalkeeper,1.0,9.0,4,1,52.35,14.57,11,7,17,4,0.38,54,7,18.69,4.06,1.0,88.55,2022
454,Player A,Team B,28,160.12,80.36,Midfielder,16.0,9.0,6,1,90.08,14.24,40,12,8,1,0.11,77,6,10.71,0.94,0.82,214.88,2020
455,Player C,Team B,32,172.14,55.02,Goalkeeper,27.0,12.0,5,1,52.48,7.02,60,8,18,4,0.49,12,1,15.01,0.68,2.79,340.52,2021
456,Player B,Team C,36,164.34,116.05,Defender,28.0,3.0,8,4,57.31,13.46,95,13,0,5,0.01,66,8,19.62,0.25,2.48,422.95,2022
457,Player D,Team A,33,178.91,90.25,Defender,24.0,9.0,6,1,55.22,8.1,75,4,21,5,0.47,53,5,14.1,1.98,1.0,421.42,2020
458,Player C,Team B,39,187.09,108.72,Goalkeeper,14.0,11.0,3,3,53.26,12.34,84,4,24,2,0.06,99,1,15.82,2.75,4.8,408.58,2019
460,Player B,Team C,37,189.97,103.26,Goalkeeper,260.0,2.0,8,3,93.43,14.33,98,12,16,6,0.12,17,0,14.42,0.78,1.33,363.9,2020
462,Player B,Team A,35,184.59,64.08,Midfielder,29.0,18.0,0,3,60.53,5.5,58,7,19,5,0.75,92,3,18.29,6.38,2.37,446.02,2019
463,Player A,Team C,30,160.49,58.71,Goalkeeper,11.0,10.0,8,0,67.19,11.08,1,0,25,0,0.58,22,3,10.82,0.26,0.42,195.74,2020
464,Player D,Team C,22,184.03,74.15,Defender,5.0,6.0,6,1,68.02,13.35,5,14,16,9,0.96,7,8,15.19,1.98,8.0,131.6,2022
468,Player A,Team B,26,170.79,95.75,Defender,23.0,6.0,3,0,67.0,6.77,94,1,26,5,0.22,24,7,9.56,2.24,3.67,488.12,2020
469,Player D,Team A,36,180.46,72.2,Forward,14.0,8.0,2,2,119.72,11.44,40,6,4,6,0.96,67,1,8.81,0.0,4.07,337.78,2021
470,Player A,Team B,20,177.61,71.04,Goalkeeper,14.0,11.0,7,0,77.34,9.37,29,9,10,7,0.01,30,5,5.75,0.6,5.47,134.11,2021
471,Player D,Team A,22,180.5,89.99,Goalkeeper,7.0,5.0,7,1,103.82,7.18,66,0,10,8,0.97,70,3,17.55,8.58,0.5,68.46,2021
473,Player D,Team B,35,175.49,104.87,Goalkeeper,22.0,3.0,4,1,101.27,11.19,79,3,11,6,0.89,61,5,18.31,1.83,3.09,150.97,2022
478,Player A,Team A,34,190.27,108.51,Defender,14.0,19.0,3,2,74.5,12.0,27,14,6,0,0.97,44,2,12.37,3.21,4.27,230.43,2022
484,Player A,Team A,20,249.14,82.71,Forward,16.0,19.0,5,3,83.31,13.24,70,3,13,1,0.58,9,4,17.4,0.62,2.47,595.57,2019
486,Player C,Team A,21,170.32,104.33,Midfielder,19.0,18.0,0,4,84.4,12.03,12,13,14,2,0.05,48,1,10.9,0.51,2.05,262.27,2020
487,Player D,Team A,29,188.62,80.22,Goalkeeper,0.0,1.0,6,2,98.81,8.99,58,2,10,9,0.28,49,7,17.71,7.66,5.0,14.33,2021
488,Player A,Team C,30,164.39,73.26,Defender,15.0,11.0,7,3,72.81,13.19,3,7,12,2,0.95,53,4,18.8,2.68,3.69,429.65,2021
491,Player A,Team B,32,162.67,119.99,Forward,9.0,12.0,1,4,91.99,11.66,91,11,11,1,0.62,24,3,18.74,0.0,7.2,377.45,2021
492,Player A,Team A,34,199.04,84.51,Goalkeeper,220.0,0.0,3,1,56.65,14.26,59,7,27,3,0.28,98,3,7.84,3.85,1.57,392.23,2019
497,Player D,Team C,31,179.41,88.12,Goalkeeper,8.0,13.0,9,3,83.03,11.51,35,11,9,4,0.08,54,8,14.56,1.21,8.11,109.05,2021
498,Player A,Team A,23,193.21,105.68,Midfielder,130.0,9.0,4,1,94.34,5.5,18,2,17,9,0.97,53,8,19.28,0.25,6.14,314.95,2019
500,Player C,Team A,23,186.98,101.88,Goalkeeper,29.0,7.0,7,0,69.25,12.63,40,0,6,4,0.7,78,6,5.91,0.51,1.7,352.63,2019
501,Player A,Team C,35,174.16,95.31,Defender,12.0,13.0,1,1,96.39,14.41,47,13,22,2,0.54,78,4,14.06,0.0,4.38,275.91,2019
502,Player A,Team A,22,184.13,95.99,Defender,190.0,12.0,5,2,52.73,9.18,27,14,29,5,0.31,80,8,19.49,0.35,0.7,185.88,2021
506,Player D,Team C,32,182.33,81.69,Goalkeeper,12.0,19.0,9,0,91.79,14.36,42,9,28,3,0.91,90,4,8.67,0.46,2.38,236.48,2020
509,Player B,Team C,39,161.34,96.74,Defender,28.0,15.0,6,3,58.2,12.3,11,1,1,3,0.73,79,6,18.57,0.68,1.14,474.36,2020
512,Player C,Team B,35,173.01,90.6,Defender,4.0,14.0,6,3,55.06,11.59,41,11,26,8,0.93,94,0,6.01,6.65,19.4,131.93,2019
513,Player B,Team A,29,178.84,115.96,Forward,24.0,14.0,2,3,78.21,10.4,72,11,14,3,0.87,60,0,5.81,2.1,2.2,372.99,2022
516,Player D,Team A,25,194.31,90.49,Goalkeeper,4.0,19.0,0,0,61.68,13.09,93,8,25,4,0.38,30,0,12.93,0.0,18.6,253.26,2022
517,Player B,Team A,24,195.9,62.45,Forward,4.0,4.0,5,1,68.94,7.18,56,7,2,4,0.81,2,9,18.17,5.69,14.8,121.4,2020
518,Player D,Team C,38,182.36,53.59,Forward,22.0,7.0,2,0,98.63,9.74,83,3,16,2,0.99,83,7,17.16,3.29,0.13,326.38,2020
523,Player C,Team B,20,167.05,89.39,Forward,150.0,2.0,7,1,73.35,11.09,3,4,6,3,0.84,76,6,9.36,0.35,0.38,2011.14,2021
525,Player C,Team A,27,179.06,62.99,Goalkeeper,29.0,16.0,7,0,63.09,9.32,12,6,24,1,0.47,87,2,11.68,2.67,3.27,225.95,2019
527,Player B,Team B,31,161.28,68.05,Goalkeeper,11.0,7.0,7,0,70.9,11.53,27,5,14,8,0.27,30,0,6.55,0.76,3.5,242.29,2019
528,Player B,Team C,35,185.75,179.16,Forward,14.0,12.0,2,0,71.26,13.51,11,5,7,4,0.06,38,9,9.2,0.36,2.93,299.87,2019
529,Player B,Team C,25,233.16,85.28,Defender,27.0,9.0,2,1,53.26,6.29,23,1,16,2,0.86,58,5,13.06,0.09,0.46,587.57,2019
530,Player A,Team A,27,190.38,64.22,Goalkeeper,5.0,2.0,0,0,66.03,12.57,91,14,26,3,0.81,94,6,15.47,1.59,7.83,50.92,2022
531,Player D,Team A,39,195.44,54.73,Goalkeeper,12.0,19.0,7,4,95.87,11.02,0,12,10,1,1.0,41,8,14.46,2.03,7.15,255.44,2022
532,Player A,Team A,30,168.59,62.0,Goalkeeper,10.0,13.0,7,2,62.51,8.08,33,0,15,6,1.0,94,5,19.12,6.5,0.73,276.43,2019
533,Player A,Team B,38,197.11,237.81,Midfielder,29.0,12.0,8,1,78.46,6.36,2,6,29,3,0.56,57,4,16.93,3.98,2.87,684.17,2019
535,Player B,Team A,21,180.13,77.5,Midfielder,160.0,12.0,1,0,93.11,9.41,84,4,29,7,0.94,64,1,8.22,1.35,0.47,2351.37,2020
537,Player C,Team B,22,160.28,117.08,Goalkeeper,24.0,8.0,7,0,57.92,11.7,20,4,17,4,0.25,16,0,15.4,4.33,0.28,637.3,2019
540,Player C,Team A,19,170.41,114.95,Forward,19.0,11.0,6,1,52.32,11.48,43,4,17,7,0.95,90,6,14.08,0.11,2.9,507.55,2020
541,Player B,Team A,25,167.08,69.07,Forward,23.0,11.0,9,4,69.68,8.11,79,10,19,9,0.61,72,6,12.9,0.38,3.04,449.81,2019
546,Player A,Team B,24,166.09,111.68,Goalkeeper,12.0,6.0,8,2,50.59,11.79,37,10,28,9,0.11,65,6,11.01,0.06,0.54,299.16,2022
549,Player C,Team A,24,186.16,84.13,Forward,12.0,15.0,8,1,104.84,5.72,53,6,14,5,0.77,78,2,13.03,3.5,3.54,269.28,2019
550,Player A,Team C,31,184.02,75.64,Goalkeeper,11.0,10.0,3,1,55.6,10.53,95,0,23,0,0.52,40,3,13.94,0.02,0.25,335.74,2019
551,Player D,Team C,38,160.21,95.18,Forward,13.0,4.0,8,2,97.68,12.27,89,8,22,8,0.85,25,8,12.08,2.7,3.71,201.75,2022
554,Player A,Team B,21,195.8,114.32,Goalkeeper,8.0,15.0,9,2,68.04,9.68,54,11,14,3,0.88,69,6,6.3,3.93,2.11,392.85,2022
555,Player D,Team A,27,186.37,92.64,Goalkeeper,13.0,4.0,2,1,74.2,9.98,70,9,17,4,0.4,26,6,19.08,0.43,0.21,147.61,2020
556,Player D,Team A,35,173.79,106.51,Goalkeeper,0.0,6.0,1,1,96.51,7.74,42,3,2,0,0.13,40,3,9.67,0.28,51.0,85.53,2022
558,Player D,Team C,33,263.09,83.03,Defender,3.0,3.0,5,3,83.6,5.84,37,10,9,2,0.76,38,2,6.63,0.16,10.25,58.06,2022
561,Player C,Team B,22,213.64,87.43,Forward,230.0,14.0,6,3,98.76,6.62,60,3,14,5,0.21,94,6,16.13,0.29,0.58,674.53,2021
562,Player C,Team A,20,186.2,51.41,Midfielder,28.0,6.0,9,2,66.74,6.42,44,4,0,3,0.14,30,9,9.04,1.81,0.52,504.57,2019
564,Player D,Team A,32,174.02,94.92,Forward,8.0,4.0,8,3,53.89,11.32,28,7,15,8,0.35,35,6,9.18,4.33,7.0,116.81,2021
568,Player C,Team B,33,160.04,79.05,Defender,0.0,11.0,7,3,93.26,9.21,20,11,13,2,0.9,38,5,12.74,2.64,30.0,76.31,2019
569,Player C,Team A,28,181.52,74.86,Midfielder,25.0,17.0,4,1,75.5,9.22,44,13,14,0,0.35,10,0,8.57,1.63,0.08,682.34,2019
571,Player C,Team B,20,188.09,110.92,Defender,200.0,3.0,3,4,77.72,10.38,9,9,20,3,0.78,28,3,19.31,0.78,2.48,444.67,2020
574,Player C,Team A,31,176.39,85.1,Midfielder,13.0,13.0,2,3,71.86,5.59,27,11,23,7,0.86,16,0,10.53,1.81,1.71,228.82,2022
575,Player B,Team A,19,181.0,166.05,Defender,19.0,0.0,3,3,51.33,10.01,60,1,11,1,0.95,21,6,19.78,1.81,2.25,319.37,2022
576,Player A,Team C,27,186.84,102.07,Goalkeeper,1.0,10.0,1,1,80.12,5.23,29,4,25,9,0.15,92,5,10.52,3.32,17.0,96.14,2022
577,Player B,Team C,36,177.9,59.8,Midfielder,11.0,8.0,7,2,71.38,6.81,27,2,23,9,0.93,97,4,10.27,4.55,6.67,302.27,2019
580,Player B,Team A,36,172.67,80.69,Defender,12.0,9.0,6,1,90.05,6.85,67,2,1,1,0.46,15,1,19.64,0.67,4.23,215.41,2021
581,Player A,Team B,35,170.33,51.18,Defender,29.0,14.0,6,0,98.74,7.76,82,4,7,9,0.98,3,8,15.61,4.2,3.3,426.3,2021
582,Player D,Team A,26,177.74,60.61,Goalkeeper,19.0,9.0,0,4,76.37,8.74,73,13,26,9,0.49,43,0,16.32,3.5,4.55,443.89,2021
584,Player B,Team C,30,169.2,66.78,Goalkeeper,18.0,3.0,8,2,90.54,14.99,97,12,8,0,0.63,99,2,16.34,2.69,1.26,368.63,2022
586,Player B,Team A,37,179.53,98.43,Defender,0.0,7.0,7,1,97.7,13.11,63,6,13,6,0.08,66,7,12.29,0.57,81.0,55.78,2019
587,Player C,Team A,31,187.25,104.07,Midfielder,24.0,5.0,3,0,76.76,10.69,41,10,25,9,0.13,29,6,14.3,2.82,1.4,569.44,2020
588,Player D,Team C,29,176.11,97.81,Forward,10.0,10.0,7,0,67.86,14.61,43,3,5,9,0.13,4,3,13.06,0.13,6.91,103.03,2020
590,Player A,Team C,24,195.76,75.85,Goalkeeper,15.0,18.0,0,0,76.92,8.31,10,14,10,1,0.14,12,9,18.35,0.85,0.38,287.63,2021
591,Player D,Team A,32,203.5,115.32,Defender,18.0,10.0,7,0,50.8,11.11,35,11,26,0,0.64,2,1,10.33,2.07,2.0,428.8,2022
593,Player D,Team C,25,185.42,93.01,Midfielder,110.0,2.0,8,2,50.12,10.8,86,11,20,8,0.35,35,4,11.84,0.4,0.67,207.63,2022
594,Player D,Team B,27,172.15,51.96,Defender,2.0,14.0,2,0,86.89,13.18,38,1,12,0,0.9,10,5,8.12,1.21,14.0,285.13,2022
595,Player D,Team A,21,199.32,115.23,Midfielder,22.0,12.0,7,4,78.3,10.1,66,3,2,9,0.47,86,2,12.48,0.0,3.57,290.64,2020
597,Player C,Team A,36,173.67,53.03,Defender,17.0,4.0,8,4,90.65,7.51,91,2,24,8,0.17,21,6,14.26,0.0,4.72,168.94,2021
602,Player D,Team B,33,182.28,82.89,Forward,13.0,12.0,1,2,67.77,9.7,28,10,3,2,0.18,85,1,5.48,1.1,4.0,399.67,2022
603,Player B,Team A,27,186.23,76.86,Forward,18.0,2.0,0,4,91.05,8.11,49,2,2,0,0.09,60,7,14.5,3.44,4.26,341.65,2022
604,Player C,Team A,36,179.88,58.34,Goalkeeper,5.0,8.0,1,1,53.48,9.05,18,12,18,2,0.12,44,9,19.27,7.83,11.17,246.62,2022
605,Player C,Team B,39,161.28,67.15,Midfielder,20.0,7.0,4,2,62.19,12.82,55,5,26,1,0.46,96,2,6.19,0.0,31.67,167.43,2019
606,Player C,Team C,20,190.83,57.01,Defender,5.0,14.0,0,1,88.23,6.39,17,2,1,7,0.21,5,3,13.74,0.57,6.17,319.85,2020
607,Player D,Team C,22,188.65,106.52,Midfielder,110.0,0.0,9,2,82.09,7.53,44,8,4,9,0.36,73,7,18.73,0.56,0.27,1134.72,2020
610,Player A,Team A,28,169.08,73.99,Forward,10.0,16.0,9,2,60.55,8.87,81,2,17,0,0.04,72,1,12.12,2.23,8.91,412.83,2022
613,Player B,Team B,29,174.88,81.99,Midfielder,25.0,7.0,7,3,56.06,13.92,67,4,11,7,0.08,51,8,5.79,1.02,1.62,193.72,2020
615,Player C,Team B,23,193.12,91.5,Goalkeeper,15.0,10.0,9,0,96.5,11.46,98,4,27,2,0.92,24,5,5.07,0.13,0.31,496.22,2022
617,Player D,Team C,25,183.56,100.56,Goalkeeper,160.0,16.0,2,4,76.44,8.84,82,5,21,6,0.28,96,1,12.56,0.09,4.41,344.27,2021
619,Player C,Team A,19,169.65,96.86,Defender,20.0,17.0,5,0,89.44,6.35,32,8,21,2,0.75,38,8,9.61,0.58,3.24,331.98,2020
623,Player B,Team B,18,178.23,63.05,Forward,7.0,12.0,1,1,59.62,14.85,2,13,21,2,0.48,34,1,12.84,0.61,5.75,317.95,2019
624,Player A,Team B,27,173.51,89.24,Midfielder,280.0,6.0,8,3,91.7,6.95,2,11,3,1,0.62,75,4,18.26,5.32,3.21,211.94,2019
625,Player B,Team B,19,188.12,93.07,Goalkeeper,20.0,13.0,6,2,52.03,10.01,29,14,11,1,0.37,95,6,18.81,0.68,2.14,474.94,2021
636,Player A,Team B,36,166.87,107.9,Defender,100.0,12.0,0,0,83.27,9.21,15,13,21,4,0.53,77,4,19.27,2.21,2.0,217.94,2020
637,Player C,Team C,18,164.1,72.32,Defender,17.0,11.0,3,1,97.64,10.16,25,0,17,4,0.24,65,6,10.41,2.39,2.06,302.74,2022
639,Player D,Team A,37,163.77,74.59,Forward,0.0,8.0,3,2,72.16,13.62,46,8,6,4,0.38,24,6,6.8,1.53,73.0,78.88,2019
642,Player D,Team A,22,169.98,52.5,Goalkeeper,25.0,16.0,4,4,67.33,10.12,18,5,5,2,0.21,2,1,17.9,0.54,2.92,232.16,2020
643,Player A,Team C,34,195.63,100.87,Goalkeeper,27.0,0.0,8,0,57.22,9.31,29,4,29,9,0.33,28,7,5.05,2.6,2.29,174.08,2020
646,Player A,Team B,19,192.85,69.13,Midfielder,5.0,8.0,6,2,80.48,6.82,47,4,27,5,0.59,79,2,19.25,0.0,7.33,79.9,2020
647,Player A,Team B,26,179.72,94.82,Forward,4.0,9.0,1,4,79.72,14.34,54,9,24,2,0.68,36,6,7.31,0.0,7.8,249.38,2019
648,Player D,Team C,20,177.74,82.78,Defender,280.0,3.0,8,0,66.74,8.98,29,0,2,7,0.79,91,5,5.55,0.15,0.72,253.13,2022
650,Player C,Team C,24,187.27,99.94,Forward,19.0,11.0,3,0,89.98,13.18,36,7,0,6,0.09,35,4,12.93,0.02,4.6,438.47,2020
653,Player A,Team A,39,184.96,113.78,Midfielder,10.0,8.0,1,4,50.82,7.37,95,0,23,7,0.75,74,2,13.08,1.86,2.09,268.05,2022
654,Player B,Team C,37,172.34,52.03,Goalkeeper,260.0,16.0,4,3,53.73,10.1,93,1,23,2,0.43,94,9,18.95,7.4,3.48,777.82,2019
655,Player A,Team B,35,161.58,103.95,Forward,50.0,13.0,1,4,58.79,10.79,85,4,26,8,0.13,53,6,15.88,1.59,1.2,388.72,2020
656,Player C,Team B,20,160.58,57.72,Midfielder,18.0,4.0,5,3,55.69,6.69,59,6,16,8,0.28,38,1,8.97,0.24,1.37,382.0,2020
657,Player C,Team A,31,164.77,51.92,Defender,24.0,0.0,8,0,59.59,10.81,87,12,8,2,0.36,93,7,18.93,0.1,1.32,255.37,2022
659,Player B,Team C,31,182.69,68.85,Forward,20.0,2.0,0,2,52.35,10.22,87,4,5,4,0.57,43,2,11.21,2.69,1.52,360.17,2020
665,Player A,Team A,28,185.0,90.15,Forward,20.0,18.0,5,0,83.78,8.68,30,2,14,6,0.15,25,7,15.93,0.0,3.52,696.24,2021
667,Player D,Team C,34,223.4,99.71,Forward,23.0,4.0,2,2,50.37,7.86,24,9,4,2,0.16,11,6,19.35,0.0,0.33,238.3,2022
670,Player A,Team A,25,175.66,57.96,Midfielder,16.0,15.0,2,0,69.98,7.6,66,12,25,1,0.17,86,3,8.9,2.27,2.06,349.92,2022
671,Player B,Team A,39,195.55,99.33,Goalkeeper,26.0,5.0,8,0,105.67,5.9,37,10,29,1,0.9,14,9,5.72,1.17,2.3,356.66,2022
672,Player B,Team C,22,169.61,109.56,Defender,17.0,19.0,2,0,107.27,7.06,95,5,12,5,0.08,24,1,11.09,0.0,0.89,267.23,2019
675,Player A,Team C,32,191.82,85.28,Defender,70.0,8.0,0,0,75.27,6.33,93,1,7,7,0.98,26,1,19.85,0.0,1.32,954.08,2022
676,Player D,Team C,29,176.68,97.64,Midfielder,28.0,6.0,6,1,67.48,12.58,63,5,17,1,0.11,43,9,17.12,0.0,2.03,493.2,2019
678,Player B,Team A,18,169.27,92.03,Midfielder,4.0,9.0,8,2,101.33,11.88,63,1,12,4,0.97,39,6,15.86,0.38,17.6,167.18,2022
680,Player D,Team C,31,193.36,74.98,Goalkeeper,1.0,12.0,1,2,57.76,13.55,82,6,22,9,0.82,16,0,11.98,0.0,7.5,196.57,2022
681,Player A,Team B,37,182.14,80.91,Forward,26.0,5.0,0,4,86.89,9.8,19,0,6,1,0.26,59,6,16.78,0.06,1.11,176.6,2022
684,Player A,Team B,26,175.67,84.52,Defender,21.0,7.0,3,4,52.07,10.34,81,7,1,9,0.93,98,3,12.89,0.41,1.68,348.34,2020
688,Player C,Team C,38,173.78,63.72,Forward,25.0,12.0,8,2,90.84,13.74,43,8,29,7,0.77,27,0,13.57,3.0,0.15,698.55,2019
