PU_ID,Team,Season,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets
3056,Team C,2019,19.0,13.0,8,4,94.64,9.81,28,6,11,4
3057,Team B,2020,0.0,18.0,5,0,88.04,8.15,35,9,21,1
3058,Team B,2021,24.0,16.0,2,2,82.46,14.01,67,5,10,1
3061,Team B,2021,29.0,8.0,2,1,76.48,7.9,54,13,12,3
3063,Team A,2021,2.0,3.0,9,2,55.35,11.9,78,4,9,3
3067,Team A,2021,22.0,16.0,8,0,88.8,11.58,86,5,19,7
3068,Team A,2021,23.0,18.0,1,4,58.05,12.2,54,5,15,6
3069,Team A,2021,18.0,16.0,4,0,89.74,13.92,55,8,11,3
3070,Team B,2022,14.0,13.0,4,0,87.08,14.68,73,5,22,7
3071,Team A,2019,18.0,12.0,6,4,95.04,9.58,3,11,17,8
3072,Team C,2020,15.0,13.0,4,2,68.67,5.6,24,1,23,4
3074,Team A,2020,22.0,14.0,3,4,87.93,6.18,18,3,9,9
3075,Team A,2020,7.0,18.0,9,1,79.42,7.19,87,6,0,7
3076,Team C,2021,13.0,10.0,1,3,85.62,11.53,7,5,17,4
3077,Team A,2019,4.0,11.0,7,0,99.84,12.46,63,14,14,3
3079,Team B,2022,18.0,4.0,3,0,70.55,9.38,83,9,20,2
3081,Team B,2022,2.0,5.0,1,4,93.03,13.32,69,2,26,8
3082,Team A,2021,290.0,15.0,2,2,50.85,11.64,75,7,13,5
3084,Team B,2022,6.0,5.0,3,3,62.39,9.64,56,5,24,7
3090,Team C,2022,130.0,8.0,8,2,87.17,13.38,83,5,29,6
3092,Team B,2020,11.0,16.0,8,0,73.13,13.32,5,9,3,3
3093,Team A,2022,10.0,12.0,0,4,80.43,14.82,29,12,16,0
3095,Team A,2019,26.0,0.0,9,4,62.51,7.71,99,7,3,7
3099,Team A,2021,1.0,16.0,6,0,84.82,12.96,81,2,6,6
3104,Team B,2021,11.0,11.0,3,0,89.12,14.28,12,2,15,9
3105,Team A,2021,28.0,2.0,8,2,111.59,12.99,54,11,26,7
3106,Team C,2020,20.0,8.0,5,4,75.78,14.35,86,2,1,5
3107,Team B,2022,6.0,5.0,5,0,99.73,13.21,42,11,1,6
3109,Team C,2022,2.0,6.0,7,2,92.76,8.5,67,0,19,7
3110,Team C,2020,10.0,7.0,5,0,79.64,8.36,42,10,10,4
3112,Team A,2021,21.0,14.0,5,0,99.56,12.98,30,6,18,3
3114,Team A,2019,9.0,10.0,4,1,93.64,13.36,99,8,22,1
3116,Team B,2021,3.0,15.0,8,2,90.88,10.91,79,14,14,9
3117,Team C,2021,21.0,5.0,1,0,55.7,8.84,38,3,27,6
3118,Team A,2020,4.0,10.0,6,0,92.71,12.9,65,9,19,7
3119,Team C,2019,10.0,7.0,0,2,83.19,11.83,68,6,13,6
3121,Team A,2022,12.0,9.0,6,4,89.33,14.94,76,3,25,7
3122,Team C,2019,270.0,2.0,1,4,74.53,9.63,75,10,17,8
3123,Team B,2019,16.0,13.0,4,4,63.36,8.17,18,2,24,7
3125,Team A,2019,12.0,8.0,4,3,55.43,7.23,7,14,4,3
3126,Team A,2022,20.0,12.0,3,0,106.95,13.31,67,3,1,4
3128,Team A,2019,0.0,11.0,0,4,75.12,13.7,85,1,1,4
3135,Team C,2019,24.0,13.0,8,2,78.19,12.68,36,3,26,7
3142,Team C,2020,12.0,16.0,0,2,99.96,7.13,53,3,15,6
3149,Team A,2020,18.0,9.0,8,2,63.98,5.58,39,6,21,5
3152,Team C,2020,200.0,7.0,1,0,98.91,8.47,86,9,9,2
3153,Team C,2020,24.0,19.0,9,1,94.26,13.06,70,2,26,1
3154,Team C,2020,20.0,10.0,7,4,70.23,13.58,47,0,23,2
3155,Team B,2022,22.0,17.0,0,2,91.88,6.9,9,1,18,3
3157,Team C,2020,24.0,6.0,4,1,62.74,7.61,53,4,4,3
3159,Team C,2020,3.0,6.0,9,3,93.01,9.47,23,12,8,6
3161,Team C,2021,26.0,11.0,2,4,78.27,5.35,41,13,20,8
3162,Team A,2019,14.0,0.0,9,0,108.94,5.55,74,6,5,7
3163,Team A,2022,11.0,2.0,1,0,78.99,11.55,83,4,0,0
3166,Team C,2019,11.0,3.0,4,0,94.75,8.86,20,7,11,5
3173,Team A,2022,15.0,7.0,7,3,103.49,14.08,98,1,0,7
3174,Team C,2019,5.0,6.0,8,1,60.72,5.32,83,13,12,1
3176,Team B,2019,25.0,6.0,3,0,90.89,10.4,57,13,9,7
3178,Team A,2021,14.0,0.0,3,2,96.89,11.93,59,5,5,6
3179,Team B,2021,4.0,12.0,4,4,82.82,7.21,80,13,8,7
3180,Team B,2020,2.0,6.0,1,1,50.99,12.02,18,9,17,6
3183,Team A,2020,0.0,12.0,4,0,109.02,14.42,48,7,10,2
3184,Team B,2019,14.0,3.0,9,3,104.94,13.61,2,6,25,7
3185,Team A,2021,1.0,6.0,9,2,55.3,9.83,33,0,27,3
3187,Team A,2019,28.0,5.0,5,0,97.78,14.92,59,4,5,7
3189,Team C,2022,5.0,8.0,7,1,66.67,8.96,86,7,18,5
3193,Team B,2019,13.0,18.0,8,0,65.57,6.73,59,6,27,0
3196,Team C,2022,11.0,15.0,5,3,67.52,14.48,44,11,12,3
3197,Team B,2021,220.0,8.0,3,0,97.73,11.25,74,8,19,7
3198,Team A,2022,130.0,14.0,9,4,67.14,8.72,8,12,22,7
3201,Team B,2021,12.0,15.0,7,0,94.99,9.67,37,10,29,9
3202,Team A,2019,28.0,2.0,4,2,85.16,5.68,28,13,21,7
3203,Team B,2020,4.0,18.0,3,1,78.43,11.57,45,12,5,7
3204,Team C,2021,11.0,12.0,2,4,75.45,8.5,69,3,12,0
3205,Team B,2019,90.0,13.0,9,3,64.57,9.04,82,14,29,7
3206,Team C,2022,20.0,6.0,6,3,64.91,13.39,89,9,9,8
3207,Team C,2022,18.0,1.0,6,4,61.16,6.37,72,12,2,5
3210,Team C,2019,10.0,12.0,8,0,69.38,5.03,89,8,29,4
3211,Team A,2022,4.0,1.0,1,3,91.69,13.45,52,7,25,0
3212,Team A,2020,27.0,4.0,2,3,93.51,13.35,83,5,29,1
3213,Team A,2021,12.0,3.0,0,1,82.14,11.62,1,3,4,9
3214,Team A,2022,90.0,2.0,6,0,62.84,13.99,3,13,25,1
3217,Team C,2019,14.0,7.0,7,0,75.0,5.69,98,10,21,2
3220,Team B,2021,30.0,2.0,5,4,106.63,13.1,31,3,28,9
3221,Team A,2020,40.0,9.0,0,3,84.11,9.81,13,7,25,1
3224,Team A,2020,0.0,15.0,8,0,67.45,9.55,24,10,20,0
3225,Team C,2022,17.0,8.0,2,1,96.62,14.56,13,2,2,9
3229,Team A,2022,21.0,7.0,9,0,51.08,13.78,83,4,13,8
3230,Team C,2021,8.0,13.0,4,3,69.07,9.45,17,3,21,6
3231,Team C,2019,25.0,13.0,6,1,103.54,5.26,0,9,23,8
3236,Team C,2022,25.0,18.0,8,3,60.58,5.08,78,4,9,5
3238,Team A,2022,12.0,18.0,7,4,59.51,14.69,98,3,1,5
3240,Team C,2022,50.0,10.0,5,0,76.0,5.73,14,5,26,1
3242,Team C,2020,17.0,6.0,8,0,98.72,12.99,91,11,28,4
3244,Team C,2020,16.0,19.0,5,4,54.74,8.84,53,7,22,2
3245,Team C,2019,28.0,19.0,1,0,84.13,8.34,66,7,3,7
3248,Team B,2021,2.0,10.0,8,2,76.52,9.7,89,0,20,9
3249,Team C,2019,4.0,14.0,2,3,58.3,11.73,7,4,9,3
3251,Team A,2020,22.0,14.0,4,1,99.01,13.97,92,4,2,5
3258,Team B,2020,13.0,11.0,9,0,88.63,5.4,18,6,9,3
3261,Team C,2019,130.0,1.0,1,4,79.38,13.12,76,11,1,7
3267,Team C,2020,10.0,15.0,3,4,82.18,10.73,88,5,18,1
3268,Team C,2019,29.0,3.0,0,3,75.47,7.65,63,10,0,8
3271,Team C,2019,19.0,5.0,0,4,97.5,8.73,23,0,11,1
3276,Team B,2022,18.0,10.0,5,3,68.69,5.69,84,10,9,4
3277,Team A,2020,20.0,13.0,7,0,73.72,14.24,72,1,24,9
3278,Team A,2021,26.0,1.0,6,1,66.17,5.05,65,3,2,1
3279,Team A,2022,4.0,19.0,5,3,55.88,13.85,37,13,8,5
3284,Team A,2019,8.0,5.0,7,0,52.11,14.1,90,2,12,9
3286,Team B,2019,28.0,19.0,8,4,54.38,5.87,24,1,4,0
3287,Team B,2019,14.0,2.0,0,1,66.98,8.97,20,1,25,1
3288,Team B,2020,2.0,3.0,6,3,91.9,6.49,24,11,28,5
3289,Team C,2022,220.0,19.0,8,2,80.67,7.78,57,9,23,4
3293,Team A,2020,19.0,12.0,2,3,77.06,6.83,91,11,29,8
3299,Team B,2022,2.0,6.0,4,4,53.67,5.18,85,5,6,1
3300,Team A,2021,28.0,12.0,6,0,93.21,14.98,54,2,14,5
3301,Team A,2020,80.0,12.0,6,3,54.64,11.83,24,11,5,8
3303,Team A,2022,20.0,5.0,6,1,70.87,7.88,83,5,18,0
3307,Team A,2019,5.0,15.0,5,2,89.02,10.98,24,2,5,1
3310,Team C,2019,17.0,4.0,5,1,97.94,6.87,97,8,4,7
3311,Team A,2020,12.0,10.0,9,1,98.37,5.96,69,7,14,4
3315,Team C,2019,230.0,14.0,2,0,94.45,10.33,2,14,19,1
3316,Team A,2019,2.0,2.0,4,3,66.18,9.45,32,9,27,4
3317,Team B,2019,28.0,14.0,5,3,63.51,9.88,72,9,29,3
3320,Team A,2022,4.0,1.0,2,2,56.2,14.18,0,13,24,8
3321,Team C,2021,290.0,11.0,8,3,89.31,12.14,39,6,21,6
3322,Team B,2022,21.0,19.0,3,1,57.15,13.85,17,13,24,0
3324,Team B,2022,90.0,15.0,8,3,55.38,7.26,80,9,16,7
3327,Team A,2022,9.0,5.0,7,0,80.08,10.38,44,8,28,1
3328,Team A,2022,26.0,13.0,0,3,75.94,5.47,74,5,17,6
3329,Team A,2022,6.0,10.0,5,1,79.93,14.14,2,8,13,7
3330,Team C,2020,220.0,0.0,5,1,50.05,14.55,76,10,3,3
3331,Team A,2019,10.0,19.0,8,2,56.38,11.85,51,2,6,2
3334,Team A,2019,7.0,1.0,6,4,53.82,12.31,57,7,7,1
3335,Team B,2019,4.0,13.0,1,4,60.89,10.75,53,6,19,2
3340,Team B,2020,1.0,4.0,1,4,67.88,12.24,65,14,2,7
3345,Team A,2022,11.0,5.0,3,0,84.41,5.83,44,14,29,1
3346,Team B,2019,14.0,3.0,9,4,81.75,11.11,14,3,11,6
3347,Team C,2021,9.0,14.0,7,0,71.1,9.48,3,5,22,6
3350,Team B,2020,5.0,2.0,9,1,67.71,14.93,79,3,13,4
3351,Team C,2019,23.0,9.0,6,0,77.51,5.69,15,10,2,0
3352,Team A,2021,12.0,7.0,3,1,56.27,7.64,87,8,0,3
3354,Team A,2020,5.0,2.0,5,4,89.39,12.93,9,0,27,9
3355,Team A,2021,22.0,0.0,3,4,69.42,5.19,33,6,25,3
3357,Team B,2021,25.0,12.0,7,0,81.18,6.4,52,14,17,1
3358,Team C,2019,13.0,11.0,2,2,97.79,13.31,15,4,13,1
3359,Team C,2022,17.0,6.0,0,3,85.03,11.92,99,12,24,1
3361,Team A,2021,24.0,0.0,2,2,69.86,13.22,51,1,11,2
3362,Team B,2020,29.0,19.0,5,4,95.77,12.33,56,12,4,4
3363,Team A,2020,18.0,2.0,2,4,81.72,12.59,71,5,2,9
3364,Team C,2019,26.0,3.0,0,4,57.36,7.9,63,4,13,8
3368,Team C,2020,120.0,18.0,1,3,70.75,10.27,13,1,5,5
3370,Team B,2021,4.0,16.0,0,4,104.74,7.11,17,4,18,1
3371,Team A,2020,120.0,1.0,9,1,103.96,6.3,93,10,14,0
3374,Team B,2022,260.0,12.0,6,3,60.09,7.44,38,12,14,9
3375,Team A,2021,27.0,10.0,0,3,67.53,14.09,40,7,19,4
3376,Team A,2019,25.0,7.0,1,3,50.72,6.33,0,0,12,2
3378,Team C,2022,28.0,4.0,8,3,64.05,14.46,91,12,6,1
3380,Team A,2021,10.0,11.0,7,4,71.24,9.45,83,5,12,1
3381,Team B,2019,26.0,1.0,2,1,96.34,12.86,41,7,12,5
3385,Team C,2021,16.0,12.0,4,2,62.13,5.34,89,14,3,5
3386,Team B,2019,1.0,16.0,2,4,53.42,6.0,13,5,16,2
3396,Team C,2022,120.0,0.0,1,0,72.04,9.22,29,0,14,6
3398,Team B,2022,15.0,17.0,7,1,50.56,11.3,72,11,17,7
3401,Team B,2019,2.0,14.0,9,1,96.88,10.24,78,3,5,4
3402,Team A,2019,3.0,4.0,0,1,115.33,14.46,77,11,21,1
3405,Team A,2020,20.0,7.0,6,0,60.62,11.18,9,9,29,8
3406,Team A,2021,8.0,2.0,9,4,64.66,7.02,21,14,10,2
3410,Team C,2021,20.0,12.0,3,3,94.51,11.51,40,2,14,8
3412,Team B,2019,19.0,2.0,4,0,99.84,9.72,68,1,29,6
3414,Team C,2020,28.0,1.0,0,2,86.09,13.8,88,6,28,8
3417,Team B,2022,9.0,16.0,3,2,67.11,12.97,96,13,12,4
3418,Team A,2020,10.0,5.0,8,4,97.57,5.5,55,5,20,1
3419,Team B,2019,160.0,9.0,7,0,52.54,14.58,70,10,12,0
3420,Team A,2021,7.0,10.0,7,0,58.74,8.4,23,0,7,1
3422,Team C,2022,70.0,17.0,2,4,51.99,11.85,74,3,28,3
3423,Team C,2020,19.0,9.0,9,4,72.33,6.37,43,4,25,0
3424,Team C,2019,27.0,8.0,8,3,95.92,13.23,80,3,3,7
3425,Team B,2019,1.0,15.0,2,2,97.18,10.72,48,13,2,9
3426,Team C,2020,3.0,9.0,7,3,98.97,8.28,86,2,16,7
3428,Team C,2019,15.0,3.0,6,4,54.32,11.25,67,1,18,4
3430,Team B,2022,25.0,7.0,7,1,117.67,14.92,97,10,20,1
3431,Team B,2021,80.0,0.0,3,0,78.98,6.3,73,3,13,3
3432,Team A,2022,20.0,15.0,4,4,94.41,12.5,36,2,15,0
3438,Team A,2020,5.0,1.0,5,4,64.64,5.69,9,2,15,2
3443,Team B,2019,13.0,14.0,9,2,58.76,13.52,83,4,27,8
3444,Team B,2019,11.0,7.0,6,4,65.29,9.92,23,14,16,0
3445,Team C,2019,8.0,4.0,9,2,59.95,5.26,50,10,17,7
3446,Team B,2022,22.0,4.0,3,2,80.07,14.74,70,14,17,4
3448,Team B,2022,110.0,16.0,1,2,103.76,11.5,20,12,5,9
3449,Team B,2019,12.0,8.0,3,2,64.8,6.99,52,10,28,2
3452,Team C,2021,16.0,10.0,8,3,52.44,13.56,11,14,28,7
3454,Team B,2019,19.0,0.0,3,4,50.98,12.8,48,8,16,6
3458,Team A,2020,70.0,5.0,0,2,56.89,6.18,52,3,21,2
3461,Team B,2021,28.0,11.0,9,3,83.95,8.26,71,8,20,5
3463,Team A,2019,2.0,14.0,8,1,95.26,5.25,39,8,1,0
3464,Team A,2020,12.0,18.0,1,2,76.4,10.28,61,8,22,3
3466,Team B,2020,25.0,12.0,6,1,103.73,14.27,14,11,15,7
3471,Team C,2021,2.0,3.0,8,0,75.68,6.56,34,5,2,3
3472,Team A,2019,12.0,1.0,0,0,70.83,6.72,62,8,0,2
3475,Team A,2021,14.0,7.0,9,0,70.75,8.28,41,13,3,8
3476,Team B,2020,250.0,7.0,8,1,75.77,12.4,87,1,6,6
3477,Team B,2020,10.0,1.0,9,0,61.64,5.61,65,12,28,8
3478,Team A,2020,10.0,14.0,9,4,60.1,13.2,40,7,6,9
3481,Team A,2020,5.0,9.0,6,2,71.04,10.53,86,9,7,4
3484,Team C,2022,19.0,7.0,5,4,86.29,7.96,56,5,14,2
3485,Team C,2021,18.0,4.0,2,1,54.98,11.24,10,13,3,4
3486,Team A,2020,18.0,18.0,5,4,68.73,12.89,83,11,25,2
3488,Team C,2020,2.0,13.0,5,2,99.63,5.96,46,11,24,8
3489,Team B,2022,15.0,7.0,5,2,110.38,14.39,65,11,11,3
3493,Team B,2019,13.0,18.0,9,1,66.66,7.09,76,12,3,9
3495,Team C,2019,27.0,16.0,1,1,84.1,14.46,76,13,0,7
3499,Team A,2019,19.0,15.0,5,4,97.69,6.76,36,7,8,9
3500,Team A,2021,60.0,2.0,4,0,75.62,13.67,22,10,16,4
3502,Team B,2019,23.0,13.0,1,2,54.02,7.48,18,7,10,0
3508,Team A,2021,5.0,15.0,9,0,91.89,12.74,11,7,3,4
3512,Team B,2020,290.0,6.0,0,0,65.59,13.66,77,1,2,7
3516,Team C,2020,90.0,16.0,6,0,56.63,13.27,63,9,16,3
3517,Team C,2021,16.0,0.0,7,3,60.3,12.89,92,11,16,7
3519,Team A,2020,17.0,14.0,7,2,52.59,9.02,16,14,13,0
3521,Team C,2020,14.0,6.0,7,1,85.17,10.29,98,11,29,5
3524,Team A,2021,5.0,15.0,6,0,76.0,10.57,51,14,24,2
3525,Team C,2019,8.0,0.0,3,0,65.61,6.89,34,7,27,3
3527,Team C,2022,14.0,15.0,2,4,89.33,8.56,80,11,29,6
3528,Team C,2020,22.0,1.0,9,3,79.36,9.66,44,4,2,0
3529,Team A,2019,2.0,17.0,8,0,91.73,14.06,76,10,5,0
3531,Team A,2020,0.0,4.0,4,2,55.61,9.34,49,8,18,1
3532,Team B,2020,23.0,4.0,2,2,96.91,11.75,57,13,8,2
3534,Team B,2022,10.0,8.0,3,4,84.76,13.72,69,5,27,0
3538,Team C,2022,27.0,3.0,8,1,52.18,9.66,51,5,19,0
3539,Team B,2020,60.0,17.0,1,0,54.38,12.78,83,12,14,9
3540,Team A,2022,0.0,19.0,3,1,60.25,10.56,15,0,24,6
3543,Team C,2019,24.0,12.0,2,2,92.19,8.28,92,2,26,6
3544,Team C,2021,7.0,1.0,9,1,117.7,10.08,26,11,25,8
3545,Team C,2019,14.0,8.0,5,4,92.12,7.02,64,9,18,9
3546,Team A,2022,100.0,4.0,2,0,76.82,6.26,12,9,5,8
3547,Team B,2022,29.0,0.0,1,1,83.02,13.44,39,8,19,1
3548,Team A,2022,28.0,18.0,8,1,56.49,12.75,31,0,12,7
3549,Team A,2020,7.0,19.0,2,1,69.77,14.32,66,5,19,6
3551,Team C,2020,2.0,12.0,8,1,71.27,9.2,57,2,17,1
3552,Team C,2021,20.0,5.0,4,4,56.36,6.03,91,8,15,0
3553,Team C,2019,3.0,9.0,6,0,65.55,13.5,45,1,10,3
3556,Team B,2022,70.0,0.0,5,2,95.55,8.14,74,6,10,9
3557,Team C,2019,26.0,18.0,4,1,86.67,10.24,90,8,0,1
3558,Team C,2022,22.0,4.0,9,0,92.18,12.82,58,14,0,6
3559,Team A,2021,29.0,5.0,5,2,90.29,12.12,64,14,6,9
3561,Team A,2022,9.0,4.0,6,4,56.22,9.96,45,2,6,1
3563,Team B,2019,22.0,12.0,7,3,55.6,5.53,53,0,13,4
3567,Team B,2022,19.0,7.0,9,0,69.61,12.66,3,5,11,1
3572,Team A,2022,11.0,17.0,4,4,83.3,7.37,73,14,26,5
3578,Team B,2019,27.0,6.0,4,0,50.31,7.53,95,5,19,1
3581,Team C,2020,2.0,1.0,6,2,82.66,9.97,26,11,11,8
3582,Team B,2019,15.0,11.0,5,2,106.26,14.22,24,1,27,7
3583,Team C,2022,9.0,9.0,5,4,89.21,14.82,92,9,25,6
3584,Team A,2019,22.0,16.0,9,3,77.31,7.05,23,11,11,7
3589,Team B,2021,1.0,12.0,2,4,80.59,12.75,52,11,24,5
3590,Team C,2019,260.0,15.0,6,0,96.92,14.23,82,2,1,6
3596,Team C,2020,27.0,18.0,3,1,54.49,10.01,55,6,24,3
3597,Team B,2019,25.0,16.0,0,1,90.36,7.4,65,4,2,5
3599,Team B,2020,21.0,11.0,0,1,53.05,7.16,67,12,4,4
3601,Team C,2019,12.0,5.0,7,2,65.73,13.67,81,14,5,6
3602,Team B,2021,22.0,9.0,6,2,79.41,12.1,6,1,18,8
3603,Team A,2019,18.0,8.0,4,1,80.01,10.52,90,14,21,6
3605,Team C,2019,3.0,10.0,6,2,78.82,13.21,70,14,26,1
3609,Team A,2019,14.0,11.0,4,1,119.97,13.15,43,1,6,4
3610,Team B,2020,13.0,8.0,0,4,75.36,13.32,32,14,3,5
3612,Team A,2020,23.0,8.0,7,4,65.74,10.28,81,0,19,0
3613,Team A,2020,29.0,5.0,6,2,65.42,8.94,22,12,16,1
3614,Team A,2021,29.0,10.0,0,1,63.04,5.73,63,14,18,2
3616,Team A,2021,16.0,13.0,3,4,105.24,7.26,62,0,24,2
3618,Team A,2019,13.0,14.0,9,3,79.76,6.54,24,10,12,5
3619,Team A,2021,12.0,19.0,1,1,55.4,13.87,82,11,1,9
3621,Team A,2020,10.0,18.0,9,3,61.61,12.64,36,14,23,8
3622,Team B,2021,26.0,11.0,2,4,65.53,7.75,89,0,21,7
3624,Team B,2020,11.0,7.0,4,1,94.29,8.73,58,5,26,6
3626,Team A,2019,23.0,18.0,4,1,96.63,7.97,52,4,15,7
3629,Team C,2019,8.0,5.0,8,2,95.39,11.24,35,1,19,6
3631,Team B,2019,14.0,19.0,9,3,55.21,7.59,14,14,21,5
3633,Team A,2021,11.0,1.0,5,0,56.56,12.01,60,6,27,2
3635,Team B,2021,0.0,15.0,0,2,68.99,11.09,53,6,28,3
3638,Team B,2019,21.0,9.0,1,4,72.25,12.32,80,0,0,4
3640,Team A,2021,500.0,4.0,0,3,79.11,6.72,80,9,23,4
3641,Team B,2019,16.0,12.0,0,4,67.69,10.86,67,3,17,5
3642,Team A,2020,12.0,11.0,4,4,78.86,13.0,11,8,11,5
3644,Team C,2019,7.0,19.0,1,2,53.58,12.78,49,9,9,9
3645,Team B,2019,14.0,10.0,9,0,93.73,8.18,74,5,23,9
3648,Team C,2019,20.0,17.0,3,2,87.06,7.79,72,0,25,1
3649,Team A,2019,25.0,15.0,9,1,95.5,6.13,87,9,10,1
3650,Team A,2020,1.0,6.0,4,4,50.45,9.61,81,8,23,7
3653,Team C,2019,17.0,16.0,4,0,76.28,12.5,8,2,6,5
3655,Team C,2021,26.0,10.0,2,2,58.48,12.48,69,12,28,6
3659,Team A,2019,20.0,2.0,4,2,82.9,13.81,5,10,17,8
3660,Team B,2021,16.0,15.0,6,4,82.45,11.44,3,0,22,5
3666,Team C,2022,40.0,14.0,5,1,79.85,13.08,52,11,15,7
3667,Team B,2019,130.0,19.0,8,1,87.75,14.15,46,3,18,7
3672,Team A,2020,5.0,1.0,3,2,94.27,5.93,73,1,15,6
3673,Team A,2019,12.0,5.0,2,1,72.05,13.17,31,6,17,9
3675,Team C,2021,110.0,6.0,9,4,81.71,8.92,63,1,17,6
3676,Team C,2021,16.0,18.0,3,1,63.72,10.53,22,1,8,1
3679,Team B,2019,6.0,9.0,3,4,55.9,11.92,70,3,21,3
3680,Team C,2022,2.0,6.0,5,3,76.02,14.77,41,1,18,4
3684,Team B,2020,2.0,3.0,7,3,87.13,5.97,70,3,29,6
3686,Team A,2021,20.0,0.0,6,1,84.47,7.55,51,4,7,4
3691,Team A,2021,4.0,3.0,1,0,98.36,7.77,2,1,19,1
3692,Team B,2022,27.0,14.0,3,4,51.19,8.65,21,3,10,2
3693,Team B,2022,140.0,16.0,4,0,74.06,6.08,53,13,22,7
3694,Team B,2022,16.0,17.0,8,0,63.51,8.97,35,4,19,4
3695,Team A,2022,26.0,2.0,4,3,86.99,10.54,38,10,4,4
3696,Team C,2021,9.0,17.0,8,0,90.26,5.97,17,10,12,2
3699,Team A,2019,17.0,17.0,4,1,63.71,5.08,98,9,16,1
3704,Team B,2019,20.0,6.0,1,2,79.57,5.93,60,11,9,7
3705,Team C,2022,140.0,14.0,6,2,86.9,5.18,17,1,12,7
3707,Team B,2022,220.0,11.0,4,2,90.34,9.67,55,0,11,6
3710,Team C,2022,0.0,18.0,5,3,69.28,13.88,85,7,11,6
3718,Team A,2019,10.0,5.0,2,1,74.56,11.13,95,0,4,0
3720,Team A,2022,21.0,9.0,8,4,84.0,9.27,80,3,25,4
3721,Team A,2022,22.0,14.0,5,4,55.56,12.48,27,14,26,0
3722,Team B,2022,24.0,12.0,3,2,93.99,7.82,20,6,16,0
3727,Team B,2019,19.0,2.0,8,0,87.85,10.46,19,8,27,9
3732,Team A,2021,17.0,17.0,0,2,86.02,9.61,20,6,1,5
3733,Team C,2022,25.0,0.0,0,4,82.55,10.85,43,8,19,5
3736,Team B,2022,16.0,16.0,0,0,62.42,14.29,10,11,15,5
3738,Team B,2021,12.0,14.0,2,3,72.67,7.51,36,8,15,7
3740,Team C,2019,80.0,8.0,5,4,58.61,5.97,21,0,17,3
3741,Team B,2020,260.0,6.0,7,2,51.29,10.85,83,13,18,6
3742,Team B,2019,70.0,11.0,6,3,95.45,11.6,65,14,15,2
3743,Team C,2020,5.0,11.0,0,4,65.1,11.42,42,3,3,4
3745,Team A,2022,17.0,14.0,8,1,54.55,9.91,20,1,0,6
3746,Team B,2022,23.0,0.0,3,2,69.08,5.72,32,2,22,8
3747,Team B,2020,20.0,8.0,2,4,71.19,13.41,16,1,20,5
3748,Team A,2019,25.0,15.0,4,2,95.14,10.13,35,13,12,1
3749,Team B,2020,3.0,8.0,7,1,113.25,6.32,13,3,6,8
3750,Team B,2021,200.0,15.0,0,4,59.45,6.36,36,6,25,5
3753,Team B,2020,10.0,17.0,0,2,64.59,14.22,5,6,0,0
3755,Team C,2021,24.0,1.0,9,4,99.24,14.78,84,0,9,1
3757,Team C,2020,13.0,2.0,5,4,71.86,13.11,37,2,24,6
3761,Team C,2021,1.0,5.0,4,2,70.58,9.07,23,0,7,1
3765,Team A,2021,100.0,7.0,3,2,54.57,13.66,70,4,18,9
3767,Team C,2022,14.0,14.0,6,1,97.98,14.54,89,6,0,9
3768,Team C,2021,11.0,13.0,2,4,68.75,5.77,71,7,14,3
3769,Team B,2019,4.0,14.0,8,4,62.62,10.87,88,0,5,1
3770,Team A,2019,28.0,19.0,5,3,97.78,12.77,29,4,9,2
3773,Team A,2019,21.0,9.0,7,4,80.6,5.8,4,11,0,7
3775,Team C,2020,13.0,7.0,0,2,82.07,7.23,50,13,25,4
3776,Team C,2021,18.0,4.0,2,1,86.25,7.24,8,6,15,5
3777,Team A,2020,4.0,9.0,2,3,51.59,9.59,54,13,16,3
3780,Team B,2020,17.0,13.0,5,0,114.37,11.96,30,14,23,3
3781,Team A,2020,50.0,13.0,1,2,95.03,5.3,82,14,13,5
3783,Team A,2021,25.0,16.0,5,1,68.68,12.92,60,4,27,5
3784,Team C,2020,6.0,14.0,1,1,90.46,6.91,65,3,16,7
3794,Team B,2019,28.0,9.0,7,0,58.71,9.78,99,3,28,5
3796,Team B,2019,25.0,8.0,8,1,81.41,7.32,17,8,10,8
3797,Team B,2020,22.0,1.0,4,2,69.26,7.0,69,4,8,9
3799,Team B,2022,2.0,11.0,3,3,94.78,11.05,73,6,21,4
3802,Team A,2020,20.0,18.0,5,0,87.83,6.82,33,1,18,1
3807,Team A,2021,10.0,1.0,5,2,65.23,12.15,45,13,5,6
3808,Team C,2020,15.0,19.0,4,2,114.97,13.99,95,11,24,0
3811,Team B,2019,1.0,13.0,4,4,115.69,9.24,46,11,0,9
3813,Team A,2021,28.0,19.0,3,2,84.59,12.26,42,7,14,1
3816,Team B,2022,3.0,8.0,4,2,60.61,7.81,70,1,12,0
3818,Team C,2020,17.0,5.0,0,0,82.18,6.6,75,11,11,5
3820,Team A,2019,23.0,2.0,0,4,73.5,6.04,27,9,7,8
3824,Team A,2022,29.0,14.0,6,0,63.5,6.07,79,5,10,4
3825,Team C,2021,5.0,10.0,2,2,110.22,12.65,73,11,9,0
3829,Team C,2019,17.0,4.0,2,4,79.07,11.61,67,1,12,6
3830,Team A,2021,15.0,1.0,4,1,81.36,13.78,23,7,26,6
